id,name,brand,brandLine,category,subcategory,price,originalPrice,discountPercentage,size,availability,description,imageUrl,rating,reviewCount,source,url,priceRange,lowestPrice,averageRating,slug,metaTitle,metaDescription
"DGL_1011509295_1755356303088_w0b7h43kv","White Linen","Estée Lauder","White Linen","Parfum","Eau de parfum","€ 92,00","€ 120,00","23.33","60 ml","AVAILABLE","Estée Lauder - White Linen Eau de ParfumWhite Linen is een hedendaagse klassieker die het hele jaar kan worden gedragen. White Linen geeft je de essentie van een perfecte dag, briesjes in de vroege lente, gemengd met de geur van frisse bloemen en een eindeloos blauwe hemel.De geurnoten doen denken aan de frisheid van lakens, de koelte van witte bloemen en frisse, groene bladeren.Topnoten: Bulgaarse roos, jasmijn, lelietje-van-dalen.Hartnoten: viooltjes en Florentijnse iris.Basisnoten: vetiver...","https://media.douglas.nl/medias/qy18J3637413-0-dgl-NL.jpg?context=bWFzdGVyfGltYWdlc3w0NDcwOHxpbWFnZS9qcGVnfGFEWmhMMmd5WlM4eE1URTBOakV3TkRRek9EZ3hOQzl4ZVRFNFNqTTJNemMwTVROZk1GOWtaMnd0VGt3dWFuQm58Yjk2N2E1ZmU5NWRlMjhjNTAyYzE1MjZlNzBiY2UxMGI5NDhjYTA5YmZhZmViZDJlZDM3Y2ZlNjAxZWU4YjUyNw&grid=true","5","6","douglas.nl","https://www.douglas.nl/nl/p/1011509295","€ 92,00","","5","est-e-lauder-white-linen","White Linen - Estée Lauder | GlowLow","White Linen van Estée Lauder. € 92,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011035040_1755356303088_iu3g89iwb","Goddess","BURBERRY","Goddess","Parfum","Eau de parfum","€ 76,70","€ 118,00","35","50 ml","AVAILABLE","GEURFAMILIEAmberachtigTYPE GEURAromatischBELANGRIJKSTE GEURNOTENVanille en lavendelBESCHRIJVING VAN DE GEURZELFVERTROUWEN, KRACHT EN VRIENDELIJKHEID.The power within. Burberry Goddess gaat over de reis naar zelfontdekking. De nieuwe campagne volgt Emma Mackey en een troep leeuwinnen. Een toonbeeld van zelfvertrouwen, kracht en vriendelijkheid — Emma is de belichaming van het Burberry Goddess Eau de Parfum.Deze unieke geur heeft een vegan formule, die gekenmerkt wordt door een krachtig trio va...","https://media.douglas.nl/medias/AUcjjQ1122569-0-dgl-NL.png?context=bWFzdGVyfGltYWdlc3wxMjYxNDR8aW1hZ2UvcG5nfGFEa3dMMmc1TlM4MU1ETXpNekEwTVRFek1UVTFNQzlCVldOcWFsRXhNVEl5TlRZNVh6QmZaR2RzTFU1TUxuQnVad3w1MDQwM2VhNTA4ZmZiODlhNTBjYzVhOTI5ZmM5NGRlMWY4ZTE1YWM1OGE4NmQ1ZWFkNTk4MGMwYTRlMTllZjlh&grid=true","4.7","180","douglas.nl","https://www.douglas.nl/nl/p/5011035040?variant=1122569","€ 76,70","","4.7","burberry-goddess","Goddess - BURBERRY | GlowLow","Goddess van BURBERRY. € 76,70. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_3001048261_1755356303088_izoczk5kg","Eau de Parfum Spray","BURBERRY","Burberry Her","Parfum","Eau de parfum","€ 58,50","€ 78,00","25","30 ml","AVAILABLE","Burberry Her Eau de ParfumAVONTUURLIJK, GEWAAGD EN LEVENDIGBurberry Her Eau de Parfum, is de eerste Gourmand geur met een Britse Twist. Noten van rode en donkere bessen, verlicht door een wit houtachtig akkoord. Het damesparfum Burberry Her is een toewijding aan de stad Londen- een mooie, bruisende, creatieve metropool die vol van leven is.  Hartnoten: ZWARTE BES, BOSBES, FRAMBOOSTopnoten: JASMIJN, VIOOLTJESBasisnoten: AMBER, MUSKUSDeze Burberry damesgeur opent in fruitige akkoorden van zwart...","https://media.douglas.nl/medias/CUBgRU037422-0-global.jpg?context=bWFzdGVyfGltYWdlc3w2MDQ2NHxpbWFnZS9qcGVnfGFHWTJMMmhtTWk4ek1UVTBNRGN3TXpVMU9UY3hNQzlEVlVKblVsVXdNemMwTWpKZk1GOW5iRzlpWVd3dWFuQm58MGIyNDYwNjgxZDQ0MzhiYWY3NWFmYmNiNmFiZmIxN2QwZjY3MDIyZGU3ZWU2NDBlN2E3MGI3MjI3Y2ZjNWUwYQ&grid=true","4.5","68","douglas.nl","https://www.douglas.nl/nl/p/3001048261","€ 58,50","","4.5","burberry-eau-de-parfum-spray","Eau de Parfum Spray - BURBERRY | GlowLow","Eau de Parfum Spray van BURBERRY. € 58,50. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010897017_1755356303088_5vu2wcqps","Fat Oil Lip Drip","NYX Professional Makeup","","Make-up","Lipgloss","€ 8,79","€ 9,95","11.66","4.8 ml","AVAILABLE","NYX - Fat Oil Lip DripNYX Professional Makeup Fat Oil Lip Drip Lipgloss is de allereerste ‘lip drip’! Dompel je lippen onder in een overvloed aan weldadige eigenschappen. FAT* verzorging. FAT* kleur. FAT* hydratatie. De formule is verrijkt met kruipbraamolie, braambessenolie en squalaan voor mooie, glossy lippen die gehydrateerd blijven tot wel 12 uur lang. De stevige applicator zorgt ervoor dat je de olie makkelijk kunt aanbrengen, zo heb je aan één enkel laagje ruim voldoende om je lippen s...","https://media.douglas.nl/medias/5N1dbg1076616-0-dgl-NL.png?context=bWFzdGVyfGltYWdlc3w0NTM5NjF8aW1hZ2UvcG5nfGFEQTFMMmd3TkM4Mk1qWTVNek16TkRJMU16VTVPQzgxVGpGa1ltY3hNRGMyTmpFMlh6QmZaR2RzTFU1TUxuQnVad3xkYjk4MjYwNGZiNzE2YTU5ODI2MGM5YzZmMWY3Mjk0NjNlNGM0NjNhNjZiZWYyZTdlNWI1YTRmNjk3Y2E5M2U0&grid=true","4.5","374","douglas.nl","https://www.douglas.nl/nl/p/5010897017","€ 8,79","","4.5","nyx-professional-makeup-fat-oil-lip-drip","Fat Oil Lip Drip - NYX Professional Makeup | GlowLow","Fat Oil Lip Drip van NYX Professional Makeup. € 8,79. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010470068_1755356303088_bg6krbhye","Matte & Satin Lipstick","Anastasia Beverly Hills","","Make-up","Lipstick","€ 25,00","€ 25,00","","3 g","AVAILABLE","Briljante kleur met een matte of fluwelen finish.Met de Matte  Satin Lipsticks presenteert Anastasia Beverly Hills baanbrekende lipsticks met briljante pigmentatie in een breed scala aan prachtige tinten. De unieke formule biedt een intense kleurweergave, een comfortabel gevoel en een matte of fluweelachtige finish. Dankzij de precieze punt bieden de lipsticks u professionele controle, ongeëvenaarde precisie en een gelijkmatige kleurverdeling, zodat u snel kunt overschakelen van natuurlijk na...","https://media.douglas.nl/medias/4xRDUh423475-0-global.jpg?context=bWFzdGVyfGltYWdlc3w1MjI5OXxpbWFnZS9qcGVnfGFHTmhMMmd4WWk4Mk16VTROakEyTmpBek9EZ3hOQzgwZUZKRVZXZzBNak0wTnpWZk1GOW5iRzlpWVd3dWFuQm58ZTJlYzE1NzRkZTAyMDM1NmMzZGUwODAzOGNkNWQ2NDgxM2Q5MjBkYjFmMmZkZWI5Nzc4NjYxMGMxMTE3ZWFjZQ&grid=true","4.1","52","douglas.nl","https://www.douglas.nl/nl/p/5010470068?variant=423475","€ 25,00","","4.1","anastasia-beverly-hills-matte-satin-lipstick","Matte & Satin Lipstick - Anastasia Beverly Hills | GlowLow","Matte & Satin Lipstick van Anastasia Beverly Hills. € 25,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010633001_1755356303088_7br1sn1b4","Ultimate 24H Perfect Wear Foundation","Douglas Collection","Make-Up","Make-up","Foundation","€ 19,99","€ 19,99","","30 ml","AVAILABLE","Douglas Collection - Make-Up Ultimate 24H Perfect Wear FoundationPerfecte look, ultiem comfortDe Ultimate 24H Perfect Wear Foundation uit de Douglas Collection rust je de hele dag uit - en als je wilt, ook daarna. De foundation voelt super comfortabel aan op de huid en zorgt met een opbouwbare dekking voor een onberispelijke, natuurlijk matte finish die tot wel 24 uur blijft zitten. Zelfs regen, vreugdetranen of een zweterige workout kunnen de look niet bederven! Maar dat is niet alles: met S...","https://media.douglas.nl/medias/r5g2GF298298-0-global.jpg?context=bWFzdGVyfGltYWdlc3w0NjAyOHxpbWFnZS9qcGVnfGFEQmlMMmhoTkM4Mk16WTBNekEzTVRnd056VXhPQzl5TldjeVIwWXlPVGd5T1RoZk1GOW5iRzlpWVd3dWFuQm58NjlmMTkwNzE3ZWUxZjQ4Zjc0MjJmMDI3NmJhNmZhZmI1YzQwMTJlYmY0MmU4MjcwZTYxN2Q2NjEzNWU0N2ViMQ&grid=true","3.6","17","douglas.nl","https://www.douglas.nl/nl/p/5010633001?variant=298298","€ 19,99","","3.6","douglas-collection-ultimate-24h-perfect-wear-foundation","Ultimate 24H Perfect Wear Foundation - Douglas Collection | GlowLow","Ultimate 24H Perfect Wear Foundation van Douglas Collection. € 19,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011702040_1755356303088_bunbfk79p","Lip Pencil","MAC","Intimate Nudes","Make-up","Lipliner","€ 24,99","€ 27,00","7.44","1.45 g","AVAILABLE","Een fluweelzachte liner die je lippen een natuurlijk ogende omlijning geeft. Teken langs de rand van de lippen voor een strakke lijn, of kleur ze helemaal in, en breng dan lippenstift aan.Omlijnt je lippen voor gestileerde precisie. Geeft een zachtheid die aanvoelt als fluweel. Combineert goed met andere lipkleuren.","https://media.douglas.nl/medias/HbOhdn1215930-0-global.jpg?context=bWFzdGVyfGltYWdlc3w2MjMwN3xpbWFnZS9qcGVnfGFEbGhMMmhoTVM4Mk16WTNORGMyT1RjMk9EUTNPQzlJWWs5b1pHNHhNakUxT1RNd1h6QmZaMnh2WW1Gc0xtcHdad3w3MjIyZTBlN2QxOWVjMGM4YWE0YjY5M2RhMjdlOWNlODVkN2Q5MDA5YjU1MThkNTk5MTNlNzRlMTQ3ZTBlZTQz&grid=true","5","7","douglas.nl","https://www.douglas.nl/nl/p/5011702040","€ 24,99","","5","mac-lip-pencil","Lip Pencil - MAC | GlowLow","Lip Pencil van MAC. € 24,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011111051_1755356303088_c30ckdpzo","Ultimate Shadow Palette","NYX Professional Makeup","","Make-up","Oogschaduw","€ 19,95","€ 19,95","","1 pieces","AVAILABLE","NYX - Ultimate Shadow Palette Vintage Jean BabyVerander je look wanneer je maar wilt met de Ultimate Shadow oogschaduwpaletten! Geselecteerd door professionals en ontworpen om een brede waaier aan artistieke looks te creëren. Kies een palette voor elke mood: levendige, bruisende kleuren van vintage jeansblauw tot elektrische, tropische kleuren en nude kleuren. Er is een palette voor elke look en elke mood! Creëer je ultieme look dankzij de oogschaduwkleuren en door NYX geselecteerde veganisti...","https://media.douglas.nl/medias/DG3Wq01119671-0-global.jpg?context=bWFzdGVyfGltYWdlc3wzMjQ5ODJ8aW1hZ2UvanBlZ3xhRFJqTDJoaE15ODJNelU0TURFeE16a3lPREl5TWk5RVJ6TlhjVEF4TVRFNU5qY3hYekJmWjJ4dlltRnNMbXB3Wnd8M2JjNTQxMWU1MDJiY2Q5MzI0YmRiNmMyYzAzNjUzMjM0YTFhZjk0M2NmNDQzOWIyZDc2Nzk2Zjk2ZGE2YjgwNw&grid=true","4.8","31","douglas.nl","https://www.douglas.nl/nl/p/5011111051","€ 19,95","","4.8","nyx-professional-makeup-ultimate-shadow-palette","Ultimate Shadow Palette - NYX Professional Makeup | GlowLow","Ultimate Shadow Palette van NYX Professional Makeup. € 19,95. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011790010_1755356303088_3hj05wudo","Moon Stone Eyeshadow Palette (12-PAN)","Morphe","","Make-up","Oogschaduw","€ 25,10","€ 25,10","","15 g","AVAILABLE","Veelzijdige maar compacte oogschaduwpaletten met 12 tinten, verrijkt met een ChromaPlus-formule voor intense pigmentatie en een look die de hele dag blijft zitten.","https://media.douglas.nl/medias/xy77e91234776-0-global.jpg?context=bWFzdGVyfGltYWdlc3wxMzgzNTV8aW1hZ2UvanBlZ3xhR0k1TDJneFppODJOVEV6TlRBeU5EWXdNekUyTmk5NGVUYzNaVGt4TWpNME56YzJYekJmWjJ4dlltRnNMbXB3Wnd8ODg0MTMxOGQ2MGQ1OGRiMDRmYjk2NGZiOTIwZGQ1OGU0NThmZDBlZTNmYzk5ZThmNWE3YzJlMTk4YjE1MGYxZg&grid=true","4","1","douglas.nl","https://www.douglas.nl/nl/p/5011790010","€ 25,10","","4","morphe-moon-stone-eyeshadow-palette-12-pan","Moon Stone Eyeshadow Palette (12-PAN) - Morphe | GlowLow","Moon Stone Eyeshadow Palette (12-PAN) van Morphe. € 25,10. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5001567077_1755356303088_fl9858cki","Concealer","Armani","Luminous Silk","Make-up","Concealer","€ 45,00","€ 45,00","","12 ml","AVAILABLE","De veelzijdige Luminous Silk Concealer van Giorgio Armani bedekt en highlight specifieke zones met een lichte en stralende finish. Luminous Silk Concealer, ontwikkeld voor de oogcontour, biedt hydratatie, comfort en vermindert de zichtbaarheid van donkere kringen. De formule bevat met aminozuur omhulde minerale pigmenten en is gemakkelijk te blenden op het hele gezicht. De frisse en lichte textuur zorgt voor een uitstraling met moduleerbare dekking. Luminous Silk Concealer houdt heel de dag l...","https://media.douglas.nl/medias/loZW3C548375-0-global.jpg?context=bWFzdGVyfGltYWdlc3w2ODEyN3xpbWFnZS9qcGVnfGFETTBMMmhsWWk4Mk16Y3pNREE1TURBNE1qTXpOQzlzYjFwWE0wTTFORGd6TnpWZk1GOW5iRzlpWVd3dWFuQm58ZDBiNzBlYjA5YmQyZWU4NmJjYWRkYzA0MTkzMmU2ODE1MzZjODk4OTAwYWU0MGFlYzM2YjA3MzI2MzYzMzVkNA&grid=true","4.7","17","douglas.nl","https://www.douglas.nl/nl/p/5001567077?variant=548375","€ 45,00","","4.7","armani-concealer","Concealer - Armani | GlowLow","Concealer van Armani. € 45,00. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011424018_1755356303089_fih2ulyix","Curl Perfecting Primer","Aveda","be curly advanced™","Make-up","Primer","€ 37,20","€ 47,00","20.85","200 ml","AVAILABLE","Deze curl primer creëert de ideale basis voor je stylingroutine door krullend en coily haar te ontwarren en glad te maken. Sluit de haarschubben om pluis te verminderen bij een hoge vochtigheid gedurende 24 uur*.Geschikt voorAlle krultypes: coily (4A – 4C), krullend (3A – 3C) en golvend (2A – 2C)Alle haartypes: fijn, medium en dikDETAILS De laatste stap in je wasroutine en de eerste stap in je stylingroutine. Deze primer leave-in voor krullend haar beschermt tegen de uitdrogende effecten van ...","https://media.douglas.nl/medias/4oXZeI1174574-0-dgl-NL.jpg?context=bWFzdGVyfGltYWdlc3wxMTQ5MDF8aW1hZ2UvanBlZ3xhRFJrTDJobFl5ODBOemN3TURnMU5EUXdOekU1T0M4MGIxaGFaVWt4TVRjME5UYzBYekJmWkdkc0xVNU1MbXB3Wnd8ZTg4ZWRiMDBkODI2MzcxYTE0ZGU4YTBkOGUxNTQ0YTA0ZDVlODVjMmE4ODY1N2NmMDgxYmUzMTAwNDk5ZGRmNA&grid=true","5","2","douglas.nl","https://www.douglas.nl/nl/p/5011424018","€ 37,20","","5","aveda-curl-perfecting-primer","Curl Perfecting Primer - Aveda | GlowLow","Curl Perfecting Primer van Aveda. € 37,20. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_3001016376_1755356303089_0vsk7kit9","Natural Kajal","benecos","","Make-up","Oogpotlood","€ 3,75","€ 3,75","","4 g","AVAILABLE","Ontdek de kracht van de Natural Kajal, een must-have in jouw make-upcollectie. Deze kajal is ontworpen om moeiteloos lijnen en contouren te creëren, waardoor je ogen direct meer expressie krijgen.  Kenmerken De Natural Kajal heeft een zachte textuur die het aanbrengen eenvoudig maakt. Dankzij de toevoeging van meadowfoam olie voelt je huid zijdezacht aan, terwijl de biologische jojoba-olie met antioxidanten je huid verzorgt. Deze combinatie zorgt voor een goede kleurafgifte, zodat je met gema...","https://media.douglas.nl/medias/5rahH9564162-0-global.png?context=bWFzdGVyfGltYWdlc3wyMTU5ODN8aW1hZ2UvcG5nfGFHTXhMMmd5Tmk4Mk5UQTBNRE0wT0RNNE1USXhOQzgxY21Gb1NEazFOalF4TmpKZk1GOW5iRzlpWVd3dWNHNW58YTdjOWI4N2E3MmUwMjYwMmU2NmIxMjNkMWYxNjFhYjRjZDRhNjBhM2U2NjFlMzUyNGIwMjAxNTZkMmQ0ODIyYw&grid=true","4.4","63","douglas.nl","https://www.douglas.nl/nl/p/3001016376?variant=564162","€ 3,75","","4.4","benecos-natural-kajal","Natural Kajal - benecos | GlowLow","Natural Kajal van benecos. € 3,75. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_3001041736_1755356303089_ykjnzstof","Ultimate Longwear Lip Liner","Douglas Collection","Make-Up","Make-up","Lipliner","€ 8,99","€ 8,99","","0.3 pieces","AVAILABLE","Douglas Collection - Make-Up Ultimate Longwear Lip LinerUltimate, de ultieme lipliner uit de Douglas Collection!Uitzonderlijke precisie voor een diep mat en langdurig resultaat. Je lippen zullen er dol op zijn!""Ontdek Ultimate, onze longlasting lipcontourliner! De sterk gepigmenteerde formule geeft een intense kleur voor een onberispelijk make-up resultaat.De Ultimate Lipliner verlengt de houdbaarheid van de lipstick en voorkomt vastzetten van liplijntjes Verkrijgbaar in 8 matte tinten die m...","https://media.douglas.nl/medias/Bv4jLn1005425-0-global.jpg?context=bWFzdGVyfGltYWdlc3wzMjk5MXxpbWFnZS9qcGVnfGFERmtMMmhqTVM4Mk16Y3pORGc1T0RrNE1qazBNaTlDZGpScVRHNHhNREExTkRJMVh6QmZaMnh2WW1Gc0xtcHdad3w3NmZiZjNkYWRmNTdiN2Y5MThhOTA0NmFjZGY5YmJmMGEzOTYzNzQ2MTkxZGE3YzQxN2ExMjVkMWM3ODgxMDIy&grid=true","4.5","60","douglas.nl","https://www.douglas.nl/nl/p/3001041736?variant=1005425","€ 8,99","","4.5","douglas-collection-ultimate-longwear-lip-liner","Ultimate Longwear Lip Liner - Douglas Collection | GlowLow","Ultimate Longwear Lip Liner van Douglas Collection. € 8,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010886038_1755356303089_cbl76yl9i","The Travel Case","ESTRID","","Make-up","Badkamer-accessoire","€ 7,99","€ 8,95","10.73","1 pieces","AVAILABLE","ESTRID - The shaving case (Scheermeshoesje)Waarheen je ook gaat, Estrid kan met je mee. Berg je scheermesje op in het siliconen hoesje voor je scheermes om het scherp, droog en veilig te houden.","https://media.douglas.nl/medias/vz2LlK1173870-0-dgl-NL.jpg?context=bWFzdGVyfGltYWdlc3w1NzM4MXxpbWFnZS9qcGVnfGFETTBMMmhtT1M4ME9EY3pNVEF4TWpZeU9EVXhNQzkyZWpKTWJFc3hNVGN6T0Rjd1h6QmZaR2RzTFU1TUxtcHdad3wwZDJkZWQ2YmYyNDUyNmRiNmNlM2RjMTQ1ZDhiYjNiM2Q3ZjlkYjgzNWMwOTRhYTU0Y2IwYzNkODAwYTkwMjY2&grid=true","4.8","30","douglas.nl","https://www.douglas.nl/nl/p/5010886038?variant=1173870","€ 7,99","","4.8","estrid-the-travel-case","The Travel Case - ESTRID | GlowLow","The Travel Case van ESTRID. € 7,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010897017_1755356303089_tc4uiz76r","Fat Oil Lip Drip","NYX Professional Makeup","","Make-up","Lipgloss","€ 8,79","€ 9,95","11.66","4.8 ml","AVAILABLE","NYX - Fat Oil Lip DripNYX Professional Makeup Fat Oil Lip Drip Lipgloss is de allereerste ‘lip drip’! Dompel je lippen onder in een overvloed aan weldadige eigenschappen. FAT* verzorging. FAT* kleur. FAT* hydratatie. De formule is verrijkt met kruipbraamolie, braambessenolie en squalaan voor mooie, glossy lippen die gehydrateerd blijven tot wel 12 uur lang. De stevige applicator zorgt ervoor dat je de olie makkelijk kunt aanbrengen, zo heb je aan één enkel laagje ruim voldoende om je lippen s...","https://media.douglas.nl/medias/5N1dbg1076616-0-dgl-NL.png?context=bWFzdGVyfGltYWdlc3w0NTM5NjF8aW1hZ2UvcG5nfGFEQTFMMmd3TkM4Mk1qWTVNek16TkRJMU16VTVPQzgxVGpGa1ltY3hNRGMyTmpFMlh6QmZaR2RzTFU1TUxuQnVad3xkYjk4MjYwNGZiNzE2YTU5ODI2MGM5YzZmMWY3Mjk0NjNlNGM0NjNhNjZiZWYyZTdlNWI1YTRmNjk3Y2E5M2U0&grid=true","4.5","374","douglas.nl","https://www.douglas.nl/nl/p/5010897017","€ 8,79","","4.5","nyx-professional-makeup-fat-oil-lip-drip","Fat Oil Lip Drip - NYX Professional Makeup | GlowLow","Fat Oil Lip Drip van NYX Professional Makeup. € 8,79. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_3000012612_1755356303089_aeigbvt8z","Naturally Gentle Eye Makeup Remover (1,2,3,4)","Clinique","","Make-up","Make-up remover","€ 29,50","€ 29,50","","75 ml","AVAILABLE","Naturally Gentle Eye Make-Up Remover is Clinique`s allerzachtste oogmake-up remover. Deze rijke, romige lotion kan makkelijk en egaal uitgestreken worden, terwijl hij alle sporen van make-up verwijdert. De lotion laat geen vettig gevoel achter.Geschikt voor dragers van contactlenzen. Geschikt voor alle huidtypes.","https://media.douglas.nl/medias/SioJyo120668-0-global.jpg?context=bWFzdGVyfGltYWdlc3w1NjU1OXxpbWFnZS9qcGVnfGFEa3lMMmd6TVM4eE16TTBNall6TXpNeU9EWTNNQzlUYVc5S2VXOHhNakEyTmpoZk1GOW5iRzlpWVd3dWFuQm58MDM0ZWM2MjlhMjI1NWM4MDIxNzE5YzRiYzk5OTBiZTBmZWMxMmM1MjkxNzI5YzJhNjQ4ZTZiMGY0YWIzMDhhOQ&grid=true","4.4","10","douglas.nl","https://www.douglas.nl/nl/p/3000012612","€ 29,50","","4.4","clinique-naturally-gentle-eye-makeup-remover-1-2-3-4","Naturally Gentle Eye Makeup Remover (1,2,3,4) - Clinique | GlowLow","Naturally Gentle Eye Makeup Remover (1,2,3,4) van Clinique. € 29,50. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011790011_1755356303089_i54s41qsp","Rose Frequency Eyeshadow Palette (12-PAN)","Morphe","","Make-up","Oogschaduw","€ 25,10","€ 25,10","","15 g","AVAILABLE","Veelzijdige maar compacte oogschaduwpaletten met 12 tinten, verrijkt met een ChromaPlus-formule voor intense pigmentatie en een look die de hele dag blijft zitten.","https://media.douglas.nl/medias/KTJnSH1234777-0-global.jpg?context=bWFzdGVyfGltYWdlc3wxNTUwMzl8aW1hZ2UvanBlZ3xhREJpTDJneFppODJOVEV6TlRBeU5EWTJPRGN3TWk5TFZFcHVVMGd4TWpNME56YzNYekJmWjJ4dlltRnNMbXB3Wnd8NDkxOTlhOTJiN2E2NmU0ZjJkNTczYzRhNzZhZTI4YTUzYWVlNGRmYjg2NmQwMDczMWFlMDcxYmZkOWMxNTZkMA&grid=true","","","douglas.nl","https://www.douglas.nl/nl/p/5011790011","€ 25,10","","","morphe-rose-frequency-eyeshadow-palette-12-pan","Rose Frequency Eyeshadow Palette (12-PAN) - Morphe | GlowLow","Rose Frequency Eyeshadow Palette (12-PAN) van Morphe. € 25,10. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5009980000_1755356303089_91oefoyg0","Lip Lacquer","e.l.f. Cosmetics","","Make-up","Lipgloss","€ 4,69","€ 6,00","21.83","2.5 ml","AVAILABLE","E.L.F - Lip LaquerWat het isEen met vitaminen verrijkte lipgloss voor een transparant laklaagje kleur en een krachtige glans. Waarom we ervan houden: Geeft je lippen een schitterende glans. Voedende, niet-kleverige formule. Subtiel laagje opbouwbare kleur HoofdingrediëntenVitamine A: Hydrateert en bevordert natuurlijk vocht.Vitamine E: voedt en verzacht de lippen. Tover droomlippen tevoorschijn met deze weelderige lippenlak, favoriet om zijn ultraglanzende afwerking zonder het plakkerige gevo...","https://media.douglas.nl/medias/XEz7Hv1077346-0-dgl-NL.jpg?context=bWFzdGVyfGltYWdlc3w0MTE0MHxpbWFnZS9qcGVnfGFETmhMMmd5WVM4eU9UVTVPRFF6TnpFeE16ZzROaTlZUlhvM1NIWXhNRGMzTXpRMlh6QmZaR2RzTFU1TUxtcHdad3wyYjQzZDdlOGVlOGRhOTczMWM0ZWZiYjRhMjFmZmJlODQ1ZjhhYmM1ZTE2NmJhYTI3MmY1MjhjMTA0ZjU0Yzlk&grid=true","4.5","109","douglas.nl","https://www.douglas.nl/nl/p/5009980000?variant=1077346","€ 4,69","","4.5","e-l-f-cosmetics-lip-lacquer","Lip Lacquer - e.l.f. Cosmetics | GlowLow","Lip Lacquer van e.l.f. Cosmetics. € 4,69. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5010070921_1755356303090_nu06v123i","Eyelash Dye","Combinal","","Make-up","Wimpertint","€ 9,99","€ 10,95","8.77","1 pieces","AVAILABLE","Verschillende kleuren wimper- en wenkbrauwverf. Zacht voor uw huid en haren en blijft tot 8 weken zitten. Combinal wimper- en wenkbrauwverf kan gemengd worden met andere kleuren zodat u de juiste kleur kunt creëren die bij u past. Exclusief Waterstofperoxide 5%.","https://media.douglas.nl/medias/eTbyWY538893-0-dgl-NL.jpg?context=bWFzdGVyfGltYWdlc3w2NzE0NHxpbWFnZS9qcGVnfGFEUXlMMmhsTkM4eE1URTJOekl5T0RjMU5UazVPQzlsVkdKNVYxazFNemc0T1ROZk1GOWtaMnd0VGt3dWFuQm58N2VmZTc4NmFmZjEzMmQ5OTFmMWFmYWNjNTI4ZWI2NDU0NDc3ZDhlMjI5ZjM5ODBlY2M5ZDA2YzBjMmZmNmI0MQ&grid=true","4.2","67","douglas.nl","https://www.douglas.nl/nl/p/5010070921?variant=538893","€ 9,99","","4.2","combinal-eyelash-dye","Eyelash Dye - Combinal | GlowLow","Eyelash Dye van Combinal. € 9,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
"DGL_5011539334_1755356303090_l9l3x39rr","Kylie Cosmetics Skin Tint Blurring Elixir Foundation - 2,5N, 30 ml","KYLIE COSMETICS","","Make-up","Foundation","€ 32,99","€ 32,99","","30 ml","AVAILABLE","KYLIE COSMETICS Kylie Jenner Huidvervaging ElixirMet de Skin Tint Blurring Elixir gepresenteerd KYLIE COSMETICS presenteert Kylie Jenner een vloeibare foundation met een lichte tot medium dekking die je een natuurlijke tweede-huidfinish garandeert! De formule, verrijkt met hydraterend hyaluronzuur, zorgt voor een egale teint, verbetert de huidtextuur en strijkt fijne lijntjes en poriën glad. De foundation vlekt niet en zorgt tot 12 uur lang voor een vlekkeloze teint.","https://media.douglas.nl/medias/A4ThFF1190296-0-dgl-NL.png?context=bWFzdGVyfGltYWdlc3w4MTkxOHxpbWFnZS9wbmd8YURZeEwyZ3pZUzgxTURNek1EQTVNall6TkRFME1pOUJORlJvUmtZeE1Ua3dNamsyWHpCZlpHZHNMVTVNTG5CdVp3fDdhMzY4MjhmYTNjMTI2MjU5OTU1MDY0MTBkNmU4ZTMxMjM5ZDM4NTc0NmNmNzUwNjUwNDg5YTJhN2MxYzM1NDU&grid=true","4.6","64","douglas.nl","https://www.douglas.nl/nl/p/5011539334?variant=1190296","€ 32,99","","4.6","kylie-cosmetics-kylie-cosmetics-skin-tint-blurring-elixir-foundation-2-5n-30-ml","Kylie Cosmetics Skin Tint Blurring Elixir Foundation - 2,5N, 30 ml - KYLIE COSMETICS | GlowLow","Kylie Cosmetics Skin Tint Blurring Elixir Foundation - 2,5N, 30 ml van KYLIE COSMETICS. € 32,99. Vergelijk prijzen van meerdere webshops en vind de beste deal."
